text,meta_text,flag
"<sep> hello, how are you? <sep> hello <sep> let me know your most important options <sep> also let me know your top 3 options for those <sep> iam looking for manageer at facebook <sep> with a 35 dollar an hour <sep> give me a few options to work with <sep> hows that looking? <sep> make it reasoble <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inform>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
<sep> i need a job sir <sep> i have a job opening at amazon as an engineer or manager. <sep> very prestigious! i need this to be in seoul <sep> i can do seoul as long as it's 3 days a week holiday. <sep> no can do. i take a lot of religious holidays <sep> i can do more if you work in sydney <sep> id be willing to make that commute. what kind of salary are we talking? <sep> $35/hr <sep> need those holidays bro <end>,"['<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<propose>', '<end>']",0
<sep> hello <sep> hit about <sep> to expire <sep> help <sep> 0lease <sep> anything <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<greet>', '<end>']",0
"<sep> hello <sep> hello! <sep> i could use a eng. at google <sep> i feel i'm more suited to a managerial role. <sep> apple is preferable but google is good as well. <sep> i have a manager at google but the perks are not good <sep> oh? they seem okay on my end, what perks look good for you? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inform>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<end>']",0
"<sep> hello <sep> how are you today <sep> good, where can we start? <sep> so most of my jobs are apple or google <sep> wanna try one and see what mods you would like? <sep> there is this one <sep> can you offer me sales at google, or manager apple? <sep> we can do sales at google <sep> that work. toyoko is best <sep> how's that? <end>","['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<end>']",0
"<sep> hello! <sep> hi there. i am looking for a job as a manager at amazon if possible. i'd also be willing to take a designer position at amazon. <sep> amazon isn't hiring at all <sep> my preference for location is seoul. i would like to make $31 an hour, 2 days a week vacation. <sep> hmm <sep> let me see <end>","['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<greet>', '<sep>', '<inform>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello there. <sep> hi <sep> i am looking for workers. we are expanding our offices at amazon and facebook. <sep> do you have any experience as a designer? <sep> if not, there are some sales positions open. also manager at facebook. <sep> what about apple or google? <sep> apples we have one designer position. at facebook, there are sales jobs plentiful. <sep> apple sales as well. <sep> i can do apple sales. <sep> ok. any city preferences? <sep> beijing or tokyo would be best <sep> seoul or beijing <sep> beijing is available. <sep> which are more important to you, holiday # or salary? <sep> salary <sep> ok. i will open with an offer momentarily. <sep> 42/hr <sep> i can meet you somewhere in the middle. <sep> how about 41 for the salary? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<end>']",0
<sep> hello :) <sep> i have some wonderful job options <sep> i will send you something and let me know what you think <sep> id like to work in customer service <sep> and we can go from there <sep> sales? <sep> tech support <sep> i have woderful openings for google and apple in sales <sep> and design jobs for google and facebook <sep> i like thatr <sep> ok let me send something and tell me what you think <sep> ok <end>,"['<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<end>']",0
<sep> hello <sep> what are you looking for? <sep> i would like to be a designer <sep> at google or facebook <sep> designer i can do what about with google in seoul? <sep> i can compromise with tokyo or sydney <sep> the benefits are lower in those locations <end>,"['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
<sep> hi! <sep> hello :) <sep> i have wonderful jobs for google or amazon <sep> would either of those work for you? <sep> i am good at sales. i like google. <sep> i can do that... do you prefer location? <sep> beijing or tokyo <sep> ok i can do tokyo? let me know if something like this would work and we can go from there? <sep> this would be a little better for me. <sep> thats fair... i can do that :) <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
<sep> i need you to work at google as a manager. <sep> hello <sep> google manager will work for me <sep> i want to work in seoul <sep> the position is either in tokyo or sydney. <sep> i'll take sydney <sep> 4 days a week? <sep> $50/hour <sep> $43/hr <end>,"['<sep>', '<propose>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
<sep> hello? <sep> hello <sep> you're the worker it says on top of your chat <sep> i'm interested in working at facebook! it's my top company. <sep> would you take designer in beijing? <sep> the most important thing for me is to work at facebook. my ideal position is an engineer but any other position at facebook is fine for me <sep> sydney is my preferred location. <sep> what is most important for you? we can try to negotiate so we both win out! <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<inform>', '<sep>', '<inquire>', '<end>']",0
"<sep> hi <sep> id love to hire you at google <sep> hello? <sep> hello, i would love to work for you <sep> awesome <sep> engineering or management work? <sep> or did you have something else in mind? <sep> engineering <sep> google? <sep> that is correct <sep> and if so, what location <sep> i would most prefer to work in sydney <sep> thats the worst for me, but i can make it work for lower pay <sep> i can do a higher salary in tokyo or beijing <sep> im flexible on location though <sep> either of these look okay? <sep> i'm going to need a minimum weekly holiday of 5 <sep> you still there? i only have one proposal left but i want to hold it <sep> 5? that is a lot <sep> is pay important <sep> ok <end>","['<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<agree>', '<end>']",0
"<sep> hi, how are you today? <sep> hi i'm doing wonderful! <sep> how are you? <sep> not too bad... i have sales or manager positions open today are you interested? <sep> absolutely! i'd love a manager position. do you know which companies are available? <sep> oopps... someone just took the last manager position can you design? <sep> i can design a bit. but only for the right company. <sep> well, i have google, facebook, or apple in tokyo or beijing <sep> apple would be the only company i'd be interested in. <sep> the place i work isn't as important to me whether its tokyo or beijing. <sep> okay <sep> that is interesting. is it possible to have more weekly holidays? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<inform>', '<sep>', '<agree>', '<sep>', '<inquire>', '<end>']",0
<sep> hi <sep> i want an amazon sales job <sep> here is my proposal <sep> okay <sep> let's see it <sep> $ 20/ hour <sep> not good so far <end>,"['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<inform>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> lets deal <sep> ok <sep> how about a manager or designer at fcebook <sep> apple engineer position i am looking for <sep> okay try me i will see <sep> manager pays better but engineer at apple pays the most <sep> nope, too low try again <sep> manager at fb pays good <sep> nope same deal what's wrong with apple or fb manager? <sep> ok <end>","['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<end>']",0
<sep> hello <sep> hello <sep> what job do you like? <sep> manager <sep> can you work in sydney? <sep> yes <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<end>']",0
"<sep> good evening. what are your career goals? <sep> hi, i'm looking for a good job, i prefer a sales job with lots of days off <sep> great. let me see what i can do for us. <sep> i just want a reasonable salary <sep> i'm working on this. please hold on. <sep> no problem, i prefer asia too <sep> sorry...my fault.  i didn't check ""sales."" i need to fix that. <sep> i need to propose something else. i can't accept that, unfortunately.  let me see what i can do. <sep> i'm open to suggestions <sep> do you have any other ideas? i'm having problems getting you a good sales job <sep> do you insist on sales? <sep> designed also works <end>","['<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<inform>', '<sep>', '<propose>', '<sep>', '<disagree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<end>']",0
<sep> hello <sep> i am looking for someone to work for me <sep> i have openings at google amazon facebook and apple <sep> are you interested in any of those places? <sep> i would be interested in google <sep> if so i can give you a proposition. <sep> ok. let me proposition you <sep> yes <sep> you can start tomorrow if that is good for you <end>,"['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
<sep> hello <sep> hi <sep> i am going to propose something <sep> i am just preparing the proposal <sep> ok <sep> this should be a good deal for us <sep> okay you drive a hard bargain <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<agree>', '<end>']",0
"<sep> hi <sep> hello, i'd very much like an opportunity to join your company. <sep> great <sep> why <sep> i'm skilled in design and have an extensive portfolio that i sent you before. <sep> i wish to make you an offer <sep> i'd like to have you reconsider that. as i majored in design. my salary is negotiable however i'd like to have 5 weekly holidays as it gives me time to get inspiration. <sep> here is the position that i'd like. <end>","['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<propose>', '<end>']",0
<sep> i would like a engineer job at google <sep> hi there.  i have some decent jobs at facebook and apple today.  nothing as an engineer at google i'm afraid! <sep> okay facebook manager <sep> i can do that.  are you able to work in sydney? <sep> i would love beijing <sep> is that possible <sep> beijing doesn't work very well for me.  sydney or tokyo okay for you? <sep> sydney then <end>,"['<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<end>']",0
<sep> hello <sep> hello <sep> i am looking to work in tokyo or beijing <sep> i can sacrifice salary for fair holidays <sep> ok <sep> i can give you a full holiday if you take a lower salary of $27 an hour <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<propose>', '<end>']",0
"<sep> hi <sep> hi <sep> i am looking for an engineer or designer position <sep> 35/hr, engineer? <sep> that works, if i can work at amazon or apple <sep> weekly holiday 2 days a week? which city? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<end>']",0
"<sep> hello <sep> hi <sep> i have some great positions at google, facebook, or apple <sep> do you have any positions open at google or facebook? <sep> all are designer or manager <sep> i'll select designer <sep> as i don't have manager experience <sep> which company of the two you requested? <sep> google, please. <sep> countries i can accept are japan and australia <sep> that is reasonable. <sep> how about 4 holiday and we have a deal? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<end>']",0
"<sep> hi, i am looking for work, preferably at amazon. <sep> hello there, i'll see what we have <sep> what skills do you have? <sep> do you have any openings for a manager? <sep> sure do, i was able to find a good position <sep> let me know what you think about being a sales manager <sep> can i work in tokyo or seoul instead? <sep> no more openings in seoul, but let me check tokyo <end>","['<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
"<sep> hi <sep> what are you interested in <sep> hello? <sep> hi <sep> hey, what are you interested in? <sep> i am interested in software field. <end>","['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> hi there, i would love to work as a designer at amazon. <sep> i want to work at beijing. <sep> i would like to have fair pay. <sep> manager at amazon is nice <end>","['<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello. <sep> hi there <sep> i would like to get hired by your company <sep> i am flexible on company but prefer google or apple. <sep> my experience is with design and sales. <sep> could we work out a deal; salary would be reasonable at 39 <sep> ok, let's see if we can get you a job as a google designer <sep> google is ok for the company. <sep> which cities do you have available? <sep> i could go anywhere except beijing. <sep> tokyo is your only option then <sep> i see. that would be acceptable. <sep> works for me. we have a deal <sep> i look forward to joining your excellent team! <sep> likewise <sep> accepting now. <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<inform>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hi there.  i'm very interested in design positions today.  google and facebook are ideal. <sep> ok let me see what we can offer you <sep> i have a manager or sales position at facebook <sep> i'd need quite a high salary and many days off, plus my preferred city to make that work. <sep> are the design positions not available? <sep> which city <sep> we have a design at amazon available <sep> sydney and near max pay. <sep> no, that one won't work i'm afraid. <sep> i'd need something like that for that position. <end>","['<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<disagree>', '<sep>', '<propose>', '<end>']",0
"<sep> hi! i hope we can come to <sep> something that is good for both of us! <sep> do you have a designer at google available? <sep> sorry i dont <sep> how about facebook? <sep> i have a designer position there. <sep> i can do that but will need a high salary <sep> just so i can get up to 70 <sep> here is my offer <sep> that only gives me 54 points, what score odes that give ou <sep> i wont pass <sep> still under 70, i wont pass <end>","['<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> hi <sep> i would like a manager spot at google in tokyo <sep> ideally 5 days a week at $44 an hour <sep> that work at all for you. <sep> you there? <sep> nah <sep> what then? that is a hard no. <sep> are you crazy <sep> no, not at all. your terms are crazy, and i came down on this one. <sep> what is your counter? <sep> more like it stop playing <sep> i'm the crazy one, that's worse. that's not a counter that's a fu there. <sep> i'm good there buddy, maybe $1 an hour for 6 days. that seems more your speed. <sep> no its not thats fair but lets try again <sep> fair by going lower than your previous, yeah that would be the opposite there guy. <sep> okay what you got? <sep> my score will be too low no way <sep> how about this? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inform>', '<sep>', '<greet>', '<end>']",0
"<sep> hi <sep> have any manager jobs? <sep> hi <sep> apple manager <sep> amazon manager too, put it won't be high paying <sep> google manager, similar to amazon manager <sep> apple is fine <sep> google is ideal <sep> what city do you prefer? <sep> let's do that and i'll be less worried about pay <sep> tokyo is my number one <sep> i only can't do seoul <sep> tokyo is fine <sep> sweet <sep> which manager position would you prefer? <sep> if i can have more days for holiday even if it means lower pay that's preferable <sep> google is best for me <sep> but if that screws you up i can make apple work <sep> for google manager, tokyo, i can do 5 days per week at 25 hr <sep> this? <sep> yes <sep> i'm in <sep> accept and we are golden <sep> let me check out apple manager and see if it's better for you <sep> k <end>","['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
<sep> hi! <sep> hi <sep> what position and/or company is best for you? <sep> also where do you want to work? <sep> facebook sales <sep> like top 2 cities? <sep> seoul <sep> sydney is second best <sep> i can do all of that <sep> fb sales and seoul <sep> sweet <sep> is salary a big deal? <sep> or does holiday matter more? <sep> depends. only a bit lower <sep> i like salary more <sep> that's my ideal goal <sep> ok so we aren't too far off <sep> can i get a bit higher salary? <sep> good <sep> does this work? <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<greet>', '<end>']",0
"<sep> hi <sep> hello <sep> i love these tasks. <sep> i would like a fb manager spot if available. <sep> in tokyo <sep> what's your preference? <sep> you there? <sep> yea sorry <sep> still figuring this thing out <sep> that sounds good <sep> accept it then, good to hear. <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> hi! how ae ou <sep> do you have an engineer at amazon? <sep> i'm doing well <sep> we have that as well as a designer. <sep> designer will pay more <sep> engineer is ideal <sep> do you have in sydney? <sep> i can take a lower salary <sep> sure let me know what ou think. <sep> too lo for me , sorry ! <sep> hw about this? <sep> what would you need to change? <sep> looks great. <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<agree>', '<end>']",0
"<sep> hello <sep> hi, i'm looking for a job in sales. <sep> can you do sales at google? <sep> yes. <sep> can you do either seoul or sydney? <sep> sydney will work. <end>","['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<end>']",0
<sep> hi <sep> interested in google or apple? <sep> hi <sep> yes engineer is best at applr <sep> i can do that <sep> seoul is best <sep> where would you like to be <sep> k <sep> hows that for you? <sep> not great <sep> ok thats not too far <sep> is salary or vacation more important to you? <sep> salary <end>,"['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<propose>', '<end>']",0
"<sep> hello <sep> we have positions for apple <sep> ok <sep> would that work for you? <sep> which position <sep> sales or manaer <sep> manager <sep> yeah <sep> will sales work? <sep> engineer <sep> well, engineer is avalaible only at tokyo <sep> no <end>","['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
<sep> hello <sep> amazon or apple? <sep> amazon sounds fine <sep> seoul? <sep> beijing <sep> designer <sep> 3 days holiday <sep> 32/hr <end>,"['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<unknown>', '<end>']",0
<sep> hello <sep> hey <sep> i have one position/company available that i am absolutely desparate to fill <sep> its a designer at apple <sep> sounds good <sep> i like it <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> hi, how are you doing? <sep> good <sep> what job openings do you have? <sep> engineer at google <sep> sounds fun...what is your pay rate? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<end>']",0
"<sep> hello <sep> hello, how are you? <sep> good, you? <sep> great thanks <sep> what did you have in mind for salary? <sep> i was thinking 20 on salary <sep> 30 for salary, designer at apple, 4 days a week, beijing <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<propose>', '<end>']",0
<sep> hello <sep> yes <sep> what would like to do? <sep> got any sales jobs in tokyo with facebook or apple? <sep> yes <sep> and how much would you like to get paid? <sep> i need 50/hr and 6 days holiday? <sep> 6 days off is too much <sep> i can do 2 or 3 at most <sep> how about sales in tokyo with 4 days at 50? <sep> im willing to do 40 instead and 2 days off <sep> apple sales at 45 with 3 might work <sep> i can only do 2 days off but the rest is fine <sep> is that fine with you? <sep> salary has to go up a bit at 2 days - how close can you come to 50? <sep> 47 <sep> i can't do any more <sep> then i really have to insist on at least 3 days <sep> can you at least show me your offer? <sep> and we'll try to work something out where we both get what we want <sep> can you do sales at google instead? <end>,"['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<end>']",0
<sep> hello <sep> hi <sep> what type of packages do you have available? <sep> would you like to work in seoul as a facebook designer <sep> sure <sep> send me a proposal. <sep> can you do a little better on the salary. <sep> i can do 35 <sep> cool <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hi is the manager at amazon position available? <sep> hi there.  i have a couple of jobs open.  before we consider that one, how do you feel about engineer at facebook or manager at google? <sep> i can give you more flexibility with other things if we go that route. <sep> neither are great-  is there a 3rd choice? <sep> designer at amazon? <sep> whats best for you of the 3? <sep> engineer at facebook. <sep> ok i hope it has good holidays, thats very imprtant <sep> manager at google is very close. <sep> engineer at facebook better <sep> workplace isnt too important but i would need a lot more money to go to tokyo <sep> are we close? <sep> no, unfortunately.  if we switch to that job you originally wanted, can you be more flexible? <sep> yes for sure <end>","['<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<end>']",0
"<sep> hi! <sep> hi <sep> i want to be a manager at  google, amazon, or facebook <sep> and in tokyo or beijing <sep> what were you looking for in terms of salary? <sep> $40/hrm <sep> okay, so i can agree to beijing. give me a moment and i can look at the salary <sep> i'll go down to $30 <sep> if you can go down to 24 with 3 days of vacation i think we can agree <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<inform>', '<end>']",0
"<sep> hello <sep> hello <sep> so what do you have available today? <sep> how can i help you find a job today? what are your most important aspects? <sep> salary? position and company? <sep> holiday? <sep> workplace <sep> we have many jobs <sep> are you interested in being a designer at amazon <sep> amazon designer sydney 35/hr 4 days <sep> can you do beijing? <sep> well, that would be my ideal anyway <sep> id be happy to give much higher pay in beijing <sep> i could do that for 50/hr 6 vacation days? <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<end>']",0
